clade_name	ERR1398151	ERR1398080	ERR1398101	ERR1398181	ERR1398239	ERR1398202	ERR1398231	ERR1398192	ERR1398142	ERR1398086	ERR1398075	ERR1398073	ERR1398193	ERR1398229	ERR1398238	ERR1398249	ERR1398191	ERR1398128	ERR1398112	ERR1398209	ERR1398124	ERR1398241	ERR1398204	ERR1398157	ERR1398131	ERR1398123	ERR1398178	ERR1398234	ERR1398243	ERR1398113	ERR1398090	ERR1398223	ERR1398134	ERR1398105	ERR1398072	ERR1398148	ERR1398246	ERR1398174	ERR1398228	ERR1398094
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1.7e-05	1.4e-05	1.5e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	1.7e-05	1.3e-05	1e-05	1e-05	1.9e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia	1.3e-05	1e-05	1e-05	1e-05	1.6e-05	1e-05	2.4e-05	2.2e-05	1.5e-05	2.3e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.3e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1e-05	2.6e-05	1e-05	1e-05	1e-05	1e-05	1.2e-05	1.9e-05	1.8e-05	1.9e-05	1.5e-05	1.4e-05	1e-05	3e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Scardovia|s__Scardovia_wiggsiae	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	2.1e-05	1.8e-05	1.6e-05	1.9e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.3e-05	1e-05	1e-05	1e-05	1.2e-05	1e-05	1e-05	2.2e-05	1e-05	1e-05	1e-05	1e-05	1.1e-05	1.9e-05	1.6e-05	1.9e-05	1.5e-05	1.3e-05	1e-05	2.6e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales	1.7e-05	1.6e-05	2.1e-05	1e-05	3.1e-05	1e-05	4.2e-05	3e-05	2.1e-05	3.4e-05	3.8e-05	1e-05	1e-05	1e-05	1.1e-05	1e-05	1e-05	1.7e-05	1e-05	3.3e-05	1.2e-05	1.2e-05	1e-05	2.8e-05	1e-05	1.5e-05	3.8e-05	1e-05	1e-05	1.6e-05	1e-05	2.4e-05	2.6e-05	3.6e-05	2.5e-05	2e-05	2.9e-05	1.5e-05	5.1e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	1.7e-05	1.2e-05	1.6e-05	1e-05	2.5e-05	1e-05	3.7e-05	3e-05	2.1e-05	3.3e-05	3.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.2e-05	1e-05	3.2e-05	1e-05	1e-05	1e-05	2.3e-05	1e-05	1.1e-05	3.7e-05	1e-05	1e-05	1.2e-05	1e-05	2e-05	2.5e-05	3e-05	2.6e-05	2e-05	2.4e-05	1.1e-05	4.8e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium	1.9e-05	1.3e-05	1.7e-05	1e-05	2.7e-05	1e-05	4e-05	3.3e-05	1.8e-05	3.6e-05	3.4e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	3e-05	1e-05	1e-05	1e-05	2.4e-05	1e-05	1.2e-05	4e-05	1e-05	1e-05	1.3e-05	1e-05	2.1e-05	2.3e-05	3.2e-05	2.3e-05	1.8e-05	2.6e-05	1.2e-05	5.1e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_argentoratense	1.2e-05	1e-05	1e-05	1e-05	1.1e-05	1e-05	1.8e-05	2e-05	1.5e-05	1.9e-05	1.4e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1.3e-05	1.9e-05	1.5e-05	1e-05	1e-05	2.4e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum	1.4e-05	1e-05	1.3e-05	1e-05	2.1e-05	1e-05	2.8e-05	2.5e-05	1.6e-05	2.6e-05	2.5e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.1e-05	1e-05	2.3e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	2.9e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1.9e-05	2.4e-05	2e-05	1.6e-05	1.9e-05	1e-05	3.5e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_matruchotii	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.8e-05	1.2e-05	1.7e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.5e-05	1.1e-05	1e-05	1e-05	2.1e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1.8e-05	1.3e-05	1.6e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.6e-05	1.2e-05	1e-05	1e-05	1.8e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.8e-05	1.2e-05	1.7e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.5e-05	1.1e-05	1e-05	1e-05	2e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_canettii	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.6e-05	1.2e-05	1.5e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.5e-05	1.2e-05	1e-05	1e-05	2e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_tuberculosis	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1.7e-05	1.3e-05	1.5e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	1.7e-05	1.3e-05	1e-05	1e-05	1.8e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales	0.000106	0.000227	0.000266	4.4e-05	0.000345	7.7e-05	0.000384	0.000185	0.000159	0.00024	0.000387	0.000148	5.8e-05	5e-05	0.00018	5.3e-05	4.7e-05	0.000238	0.000163	0.000223	0.000189	0.000192	0.000158	0.000323	5.6e-05	0.000216	0.000254	6e-05	5.1e-05	0.000232	5.5e-05	0.0003	0.000191	0.000359	0.000183	0.00016	0.000329	0.000215	0.000428	0.000148
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae	9.5e-05	0.000234	0.000266	4.7e-05	0.000353	8.1e-05	0.000379	0.000171	0.000166	0.000227	0.000394	0.000151	6.1e-05	5.2e-05	0.000184	5.6e-05	5e-05	0.000245	0.000167	0.000221	0.000194	0.000196	0.000162	0.000327	5.9e-05	0.000222	0.000238	6.3e-05	5.3e-05	0.000237	5.7e-05	0.000304	0.000189	0.000365	0.000181	0.000159	0.000334	0.00022	0.000413	0.000151
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Micrococcus	0.001011	0.000497	0.000621	0.000356	0.000944	0.000576	0.001245	0.001381	0.001235	0.001343	0.001131	0.000286	0.000458	0.000394	0.000366	0.000418	0.00038	0.000532	0.000324	0.001573	0.000389	0.000404	0.00031	0.000848	0.000432	0.000467	0.001531	0.000469	0.000401	0.000519	0.000428	0.000739	0.001368	0.001061	0.001442	0.001177	0.00086	0.000462	0.001561	0.000286
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Micrococcus|s__Micrococcus_luteus	0.004468	0.006138	0.006872	0.002937	0.008289	0.004104	0.009666	0.006646	0.006502	0.007494	0.00906	0.004688	0.00345	0.003154	0.005289	0.003269	0.003062	0.006337	0.004987	0.008578	0.005522	0.005518	0.004874	0.007798	0.003374	0.005948	0.008025	0.003532	0.003177	0.006252	0.003314	0.007507	0.007465	0.008561	0.006989	0.0064	0.007874	0.005932	0.010744	0.004701
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia	0.000108	0.000224	0.000261	4.3e-05	0.000326	7.7e-05	0.000373	0.000186	0.000166	0.000241	0.000372	0.000148	5.7e-05	4.9e-05	0.000179	5.2e-05	4.6e-05	0.000233	0.000164	0.000244	0.00019	0.00019	0.000159	0.000304	5.5e-05	0.000215	0.000258	5.9e-05	4.9e-05	0.000227	5.3e-05	0.000289	0.000206	0.000337	0.000189	0.000166	0.000311	0.000214	0.000424	0.000149
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_aeria	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.7e-05	1.8e-05	1.3e-05	1.8e-05	1.3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.2e-05	1.7e-05	1.2e-05	1e-05	1e-05	2.2e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa	2.2e-05	4.7e-05	5.9e-05	1e-05	7.5e-05	1.2e-05	8.7e-05	4.3e-05	3e-05	5.7e-05	8.7e-05	2.8e-05	1e-05	1e-05	3.6e-05	1e-05	1e-05	5e-05	3.2e-05	4.9e-05	3.9e-05	3.9e-05	3.1e-05	7.2e-05	1e-05	4.5e-05	6.1e-05	1e-05	1e-05	4.8e-05	1e-05	6.8e-05	3.9e-05	8.2e-05	3.6e-05	2.9e-05	7.4e-05	4.5e-05	0.000102	2.8e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa	0.000119	0.00014	0.000183	3.1e-05	0.000253	5.5e-05	0.00032	0.000202	0.000131	0.000245	0.000294	7.9e-05	4.1e-05	3.5e-05	0.000105	3.7e-05	3.3e-05	0.000148	9e-05	0.000205	0.00011	0.000113	8.6e-05	0.000232	3.9e-05	0.000132	0.000257	4.2e-05	3.5e-05	0.000142	3.8e-05	0.000207	0.00016	0.000284	0.000158	0.000126	0.00024	0.000133	0.000369	8e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales	1.3e-05	1e-05	1e-05	1e-05	1.7e-05	1e-05	2.4e-05	2.3e-05	1.4e-05	2.4e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	1e-05	2.8e-05	1e-05	1e-05	1e-05	1e-05	1.2e-05	1.6e-05	2e-05	1.7e-05	1.3e-05	1.5e-05	1e-05	3.1e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.9e-05	1.3e-05	1.8e-05	1.2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1.1e-05	1.6e-05	1.3e-05	1e-05	1e-05	2.2e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.7e-05	1.2e-05	1.6e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.1e-05	1.5e-05	1.1e-05	1e-05	1e-05	2e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1.7e-05	1.3e-05	1.5e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	1.5e-05	1.2e-05	1e-05	1e-05	1.9e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium	0.001922	0.001492	0.001788	0.001205	0.002373	0.001719	0.003	0.002763	0.002773	0.002869	0.002731	0.000978	0.001439	0.0013	0.001187	0.001355	0.00126	0.001562	0.001078	0.003208	0.001254	0.001272	0.001044	0.002214	0.001391	0.001431	0.003191	0.001464	0.001313	0.001532	0.001379	0.002027	0.002929	0.00263	0.003087	0.002728	0.002259	0.001426	0.003558	0.000979
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acidifaciens	0.004654	0.005524	0.006035	0.004982	0.007467	0.006616	0.008457	0.006457	0.009584	0.007062	0.008311	0.004178	0.005725	0.005276	0.004678	0.005493	0.005159	0.005747	0.004458	0.010378	0.004917	0.004974	0.004364	0.007062	0.005609	0.00536	0.007779	0.005819	0.005363	0.005693	0.005551	0.006695	0.010029	0.007619	0.010222	0.009449	0.007072	0.005289	0.00975	0.004178
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Pseudopropionibacterium	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1.6e-05	1.3e-05	1.6e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1e-05	1.6e-05	1.3e-05	1e-05	1e-05	1.9e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Pseudopropionibacterium|s__Pseudopropionibacterium_propionicum	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1.9e-05	1.3e-05	1.7e-05	1.3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.5e-05	1.2e-05	1.6e-05	1.2e-05	1e-05	1e-05	2.2e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales	0.002687	0.002549	0.002929	0.00233	0.003589	0.003203	0.004267	0.003688	0.004875	0.003836	0.00406	0.00185	0.002725	0.002496	0.002148	0.002578	0.002409	0.002647	0.001999	0.005209	0.002236	0.002258	0.001951	0.003427	0.002637	0.002494	0.004265	0.002763	0.002519	0.002608	0.002625	0.003212	0.004856	0.003804	0.005221	0.004698	0.003486	0.002488	0.005076	0.001852
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae	0.00144	0.000844	0.001013	0.000868	0.001323	0.00129	0.001782	0.001977	0.00225	0.001882	0.001528	0.000555	0.001062	0.000942	0.000674	0.000992	0.00091	0.000886	0.000609	0.002454	0.000709	0.000714	0.000592	0.001206	0.001014	0.000811	0.00203	0.001083	0.000959	0.000856	0.001008	0.0011	0.002365	0.001422	0.002579	0.002202	0.001243	0.00081	0.002127	0.000556
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia	0.007412	0.007701	0.008899	0.005128	0.011082	0.006978	0.01323	0.010072	0.011071	0.011239	0.012247	0.005438	0.005995	0.005462	0.006366	0.005675	0.005338	0.008006	0.005868	0.012942	0.006633	0.006736	0.005714	0.010335	0.005817	0.007364	0.01187	0.006093	0.005539	0.007833	0.005764	0.009693	0.012092	0.011573	0.012045	0.010666	0.010475	0.007347	0.014639	0.005444
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_ammonioxydans	0.006691	0.006631	0.007561	0.006204	0.009503	0.008157	0.010978	0.008825	0.011889	0.009498	0.010521	0.004791	0.007113	0.006578	0.005549	0.006785	0.006435	0.006936	0.005145	0.013268	0.005767	0.005886	0.005028	0.008941	0.006915	0.006399	0.010447	0.007219	0.006624	0.0068	0.006861	0.008291	0.012778	0.009858	0.012849	0.011941	0.008984	0.006379	0.012589	0.004791
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	0.010696	0.014143	0.016318	0.002966	0.02037	0.004209	0.022408	0.014536	0.007566	0.017565	0.021603	0.010199	0.003497	0.003184	0.011995	0.003313	0.003088	0.014678	0.010924	0.01074	0.012194	0.012376	0.010671	0.018925	0.00342	0.013601	0.017395	0.003582	0.003218	0.014167	0.003365	0.017358	0.008949	0.021874	0.008773	0.007345	0.019543	0.013641	0.022477	0.010221
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.010271	0.011224	0.012678	0.002769	0.015938	0.00386	0.018441	0.013817	0.00683	0.016098	0.017375	0.008546	0.003246	0.002967	0.009656	0.00306	0.002873	0.011632	0.009077	0.010035	0.009964	0.010157	0.008885	0.014977	0.003158	0.010847	0.016525	0.003319	0.002977	0.011457	0.0031	0.013948	0.008288	0.01712	0.007914	0.00677	0.015147	0.010827	0.019979	0.008536
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	2.3e-05	5.8e-05	7e-05	1e-05	9.3e-05	1.2e-05	0.0001	4.3e-05	3.1e-05	5.8e-05	0.000106	3.4e-05	1e-05	1e-05	4.4e-05	1e-05	1e-05	6.1e-05	3.8e-05	4.5e-05	4.6e-05	4.7e-05	3.7e-05	8.7e-05	1e-05	5.5e-05	5.9e-05	1e-05	1e-05	5.9e-05	1e-05	8.1e-05	3.7e-05	9.8e-05	3.5e-05	2.9e-05	9e-05	5.4e-05	0.000109	3.4e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium	1.7e-05	1.6e-05	2.1e-05	1e-05	3.1e-05	1e-05	4.2e-05	3.1e-05	2.4e-05	3.5e-05	3.8e-05	1e-05	1e-05	1e-05	1.1e-05	1e-05	1e-05	1.7e-05	1e-05	3.6e-05	1.2e-05	1.2e-05	1e-05	2.8e-05	1e-05	1.4e-05	3.9e-05	1e-05	1e-05	1.6e-05	1e-05	2.5e-05	2.9e-05	3.5e-05	2.8e-05	2.2e-05	2.9e-05	1.4e-05	5.3e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_deltae	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1.8e-05	1.3e-05	1.7e-05	1.3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1.1e-05	1.6e-05	1.2e-05	1e-05	1e-05	2.1e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_parvulum	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1.7e-05	1.2e-05	1.5e-05	1.1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.6e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.8e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4e-05	1e-05	1.5e-05	1.2e-05	1e-05	1e-05	1.8e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_rimae	1.5e-05	1.2e-05	1.6e-05	1e-05	2.4e-05	1e-05	3.4e-05	2.6e-05	1.9e-05	2.8e-05	3e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3e-05	1e-05	2.8e-05	1e-05	1e-05	1e-05	2.2e-05	1e-05	1.1e-05	3.3e-05	1e-05	1e-05	1.3e-05	1e-05	1.9e-05	2.3e-05	2.8e-05	2.3e-05	1.9e-05	2.2e-05	1.1e-05	4.3e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella	1.9e-05	3.5e-05	4.4e-05	1e-05	6e-05	1e-05	6.6e-05	3.5e-05	2.4e-05	4.4e-05	6.9e-05	2e-05	1e-05	1e-05	2.6e-05	1e-05	1e-05	3.7e-05	2.3e-05	3.5e-05	2.8e-05	2.8e-05	2.2e-05	5.6e-05	1e-05	3.3e-05	4.7e-05	1e-05	1e-05	3.6e-05	1e-05	5.1e-05	2.8e-05	6.6e-05	2.8e-05	2.3e-05	5.8e-05	3.3e-05	7.4e-05	2e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes	1.6e-05	1e-05	1e-05	1e-05	1.3e-05	1e-05	2.2e-05	2.8e-05	2e-05	2.5e-05	1.7e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.7e-05	1e-05	1e-05	1e-05	1.1e-05	1e-05	1e-05	2.9e-05	1e-05	1e-05	1e-05	1e-05	1e-05	2.3e-05	1.6e-05	2.5e-05	1.9e-05	1.2e-05	1e-05	3.1e-05	1e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_uli	1.5e-05	2.7e-05	3.6e-05	1e-05	5.2e-05	1e-05	6.2e-05	3e-05	1.8e-05	3.8e-05	6e-05	1.4e-05	1e-05	1e-05	1.9e-05	1e-05	1e-05	2.9e-05	1.7e-05	2.9e-05	2.1e-05	2.1e-05	1.6e-05	4.6e-05	1e-05	2.6e-05	4.1e-05	1e-05	1e-05	2.8e-05	1e-05	4.1e-05	2.3e-05	5.7e-05	2.2e-05	1.7e-05	4.8e-05	2.6e-05	6.7e-05	1.4e-05
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.009684	0.011202	0.013319	0.002717	0.016912	0.003799	0.019273	0.013619	0.006791	0.015881	0.018122	0.00787	0.003217	0.002913	0.009327	0.00302	0.002836	0.011585	0.008505	0.009448	0.009596	0.009766	0.008284	0.015815	0.003119	0.010751	0.015203	0.003291	0.002946	0.01133	0.003067	0.014492	0.007857	0.018668	0.007703	0.006482	0.016203	0.010789	0.018812	0.007881
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.009409	0.011157	0.013467	0.002633	0.016952	0.003803	0.019251	0.012604	0.006868	0.015428	0.018225	0.00771	0.003163	0.002843	0.009174	0.002947	0.002751	0.011653	0.008331	0.009925	0.009481	0.009654	0.008102	0.01583	0.003054	0.010653	0.015258	0.003221	0.002859	0.011259	0.003006	0.014505	0.008061	0.018554	0.007921	0.006814	0.016343	0.010707	0.019432	0.007718
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0.009912	0.00716	0.009129	0.002463	0.012356	0.003564	0.016615	0.013757	0.006492	0.015295	0.013979	0.004641	0.002945	0.002657	0.005714	0.002769	0.002585	0.007533	0.005064	0.009777	0.005885	0.006011	0.004917	0.01119	0.002873	0.006782	0.015394	0.003027	0.00269	0.007226	0.002816	0.009777	0.008024	0.014111	0.007625	0.00635	0.011559	0.006851	0.017459	0.004653
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis	6.1e-05	0.004024	0.003787	3.4e-05	0.003473	6.7e-05	0.0021	0.000164	0.000147	0.000399	0.003175	0.003601	4.6e-05	3.9e-05	0.003864	4.2e-05	3.7e-05	0.004061	0.003744	0.000276	0.003918	0.003869	0.003687	0.003558	4.5e-05	0.004012	0.000366	4.9e-05	3.9e-05	0.004017	4.3e-05	0.003866	0.000221	0.002868	0.000157	0.000154	0.003557	0.003977	0.001776	0.00361
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris	3.8e-05	0.00011	0.000128	1e-05	0.000167	2e-05	0.000171	7.2e-05	5e-05	9.7e-05	0.000187	6.9e-05	1.4e-05	1.2e-05	8.6e-05	1.3e-05	1.1e-05	0.000115	7.7e-05	7.9e-05	9.1e-05	9.2e-05	7.4e-05	0.000157	1.4e-05	0.000105	0.000105	1.5e-05	1.2e-05	0.000112	1.3e-05	0.000146	6.3e-05	0.000175	5.7e-05	4.8e-05	0.00016	0.000105	0.000184	6.9e-05
